Source DataFile                                                           ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,   Light_1,   Light_2,   Light_3,   Light_4,   Light_5,   Light_6, Dur-Wat,      ChiSq,  QARredMax,       Sig,        Fo,        Fm,     Fv/Fm,         p,    Alp1PQ,    Tau1PQ,    Alp1QA,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:16:47,    1694539007506,--Not Acquired--     ,-Not Acquired--      , -2860.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6832,     0.9884,    292.65,    707.63,   1783.88,    0.6033,    0.3550,    0.0000,         0,    0.2540,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:16:48,    1694539008507,--Not Acquired--     ,-Not Acquired--      , -2870.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4271,     0.9857,    295.27,    707.43,   1793.41,    0.6055,    0.3690,    0.0000,         0,    0.5817,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:16:49,    1694539009508,--Not Acquired--     ,-Not Acquired--      , -2850.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6004,     0.9860,    294.91,    701.87,   1793.15,    0.6086,    0.3600,    0.0000,         0,    0.5199,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:16:50,    1694539010509,--Not Acquired--     ,-Not Acquired--      , -2890.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5753,     0.9867,    294.38,    706.82,   1790.20,    0.6052,    0.3680,    0.0000,         0,    0.5138,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:16:51,    1694539011509,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6314,     0.9866,    293.83,    699.32,   1789.50,    0.6092,    0.3540,    0.0000,         0,    0.4826,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:16:52,    1694539012509,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6132,     0.9864,    295.08,    700.76,   1788.63,    0.6082,    0.3620,    0.0000,         0,    0.2801,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:16:53,    1694539013510,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6108,     0.9864,    295.32,    702.39,   1789.81,    0.6076,    0.3680,    0.0000,         0,    0.5432,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:16:54,    1694539014515,--Not Acquired--     ,-Not Acquired--      , -2850.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.8926,     0.9861,    297.47,    708.22,   1780.53,    0.6022,    0.3930,    0.0000,         0,    0.9979,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:16:55,    1694539015518,--Not Acquired--     ,-Not Acquired--      , -2810.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6228,     0.9865,    295.45,    700.30,   1786.57,    0.6080,    0.3650,    0.0000,         0,    0.5268,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:16:56,    1694539016519,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.7912,     0.9865,    297.11,    706.77,   1782.16,    0.6034,    0.3870,    0.0000,         0,    0.9981,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:16:57,    1694539017516,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5478,     0.9865,    294.29,    703.64,   1789.34,    0.6068,    0.3650,    0.0000,         0,    0.5113,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:16:58,    1694539018519,--Not Acquired--     ,-Not Acquired--      , -2840.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6063,     0.9866,    295.18,    702.00,   1788.93,    0.6076,    0.3650,    0.0000,         0,    0.4180,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:16:59,    1694539019522,--Not Acquired--     ,-Not Acquired--      , -2900.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     3.6056,     0.9830,    309.15,    696.02,   1778.34,    0.6086,    0.4000,    0.0000,         0,    0.9976,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:17:00,    1694539020527,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5469,     0.9858,    295.94,    702.81,   1790.49,    0.6075,    0.3630,    0.0000,         0,    0.3161,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:17:01,    1694539021529,--Not Acquired--     ,-Not Acquired--      , -2820.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5523,     0.9871,    295.73,    705.89,   1786.87,    0.6050,    0.3680,    0.0000,         0,    0.5446,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:17:02,    1694539022532,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6387,     0.9868,    295.77,    703.98,   1789.48,    0.6066,    0.3670,    0.0000,         0,    0.5105,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:17:03,    1694539023533,--Not Acquired--     ,-Not Acquired--      , -2810.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4564,     0.9869,    295.32,    705.00,   1789.14,    0.6060,    0.3630,    0.0000,         0,    0.5349,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:17:04,    1694539024535,--Not Acquired--     ,-Not Acquired--      , -2840.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4770,     0.9863,    296.99,    706.20,   1786.95,    0.6048,    0.3710,    0.0000,         0,    0.5645,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:17:05,    1694539025538,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6233,     0.9845,    296.83,    704.98,   1794.92,    0.6072,    0.3690,    0.0000,         0,    0.6200,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:17:06,    1694539026539,--Not Acquired--     ,-Not Acquired--      , -2850.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6374,     0.9866,    296.85,    705.27,   1787.85,    0.6055,    0.3720,    0.0000,         0,    0.5598,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:17:07,    1694539027540,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5638,     0.9871,    295.79,    708.20,   1788.36,    0.6040,    0.3680,    0.0000,         0,    0.5430,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:17:08,    1694539028543,--Not Acquired--     ,-Not Acquired--      , -2800.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4908,     0.9872,    296.26,    707.03,   1787.13,    0.6044,    0.3670,    0.0000,         0,    0.4843,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:17:09,    1694539029548,--Not Acquired--     ,-Not Acquired--      , -2800.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5110,     0.9863,    295.87,    705.12,   1789.56,    0.6060,    0.3680,    0.0000,         0,    0.5347,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:16:38,    1694538998489,--Not Acquired--     ,-Not Acquired--      , -2840.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     9.3960,     0.9785,    254.86,    545.57,   2032.19,    0.7315,    0.0110,    0.0000,         0,    0.3613,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:16:39,    1694538999491,--Not Acquired--     ,-Not Acquired--      , -2840.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.2868,     0.9911,    284.65,    763.84,   1778.08,    0.5704,    0.3620,    0.0000,         0,    0.3750,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:16:40,    1694539000493,--Not Acquired--     ,-Not Acquired--      , -2840.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     9.2978,     0.9889,    296.10,    776.21,   1731.40,    0.5517,    0.4890,    0.0000,         0,    0.9989,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:16:41,    1694539001491,--Not Acquired--     ,-Not Acquired--      , -2810.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.7868,     0.9830,    295.61,    680.30,   1834.90,    0.6292,    0.3340,    0.0000,         0,    0.6725,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:16:42,    1694539002493,--Not Acquired--     ,-Not Acquired--      , -2890.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.9419,     0.9830,    293.57,    679.22,   1821.00,    0.6270,    0.3250,    0.0000,         0,    0.6500,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:16:43,    1694539003493,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4881,     0.9892,    289.98,    721.62,   1768.08,    0.5919,    0.3680,    0.0000,         0,    0.2143,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:16:44,    1694539004496,--Not Acquired--     ,-Not Acquired--      , -2790.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5846,     0.9887,    292.95,    705.94,   1781.13,    0.6037,    0.3620,    0.0000,         0,    0.4053,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:16:45,    1694539005500,--Not Acquired--     ,-Not Acquired--      , -2840.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6275,     0.9841,    296.22,    696.17,   1807.64,    0.6149,    0.3560,    0.0000,         0,    0.5705,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:16:46,    1694539006504,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5277,     0.9859,    294.52,    706.38,   1789.52,    0.6053,    0.3710,    0.0000,         0,    0.3770,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:16:47,    1694539007506,--Not Acquired--     ,-Not Acquired--      , -2860.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6832,     0.9884,    292.65,    707.63,   1783.88,    0.6033,    0.3550,    0.0000,         0,    0.2540,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:16:48,    1694539008507,--Not Acquired--     ,-Not Acquired--      , -2870.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4271,     0.9857,    295.27,    707.43,   1793.41,    0.6055,    0.3690,    0.0000,         0,    0.5817,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:16:49,    1694539009508,--Not Acquired--     ,-Not Acquired--      , -2850.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6004,     0.9860,    294.91,    701.87,   1793.15,    0.6086,    0.3600,    0.0000,         0,    0.5199,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:16:50,    1694539010509,--Not Acquired--     ,-Not Acquired--      , -2890.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5753,     0.9867,    294.38,    706.82,   1790.20,    0.6052,    0.3680,    0.0000,         0,    0.5138,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:16:51,    1694539011509,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6314,     0.9866,    293.83,    699.32,   1789.50,    0.6092,    0.3540,    0.0000,         0,    0.4826,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:16:52,    1694539012509,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6132,     0.9864,    295.08,    700.76,   1788.63,    0.6082,    0.3620,    0.0000,         0,    0.2801,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:16:53,    1694539013510,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6108,     0.9864,    295.32,    702.39,   1789.81,    0.6076,    0.3680,    0.0000,         0,    0.5432,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:16:54,    1694539014515,--Not Acquired--     ,-Not Acquired--      , -2850.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.8926,     0.9861,    297.47,    708.22,   1780.53,    0.6022,    0.3930,    0.0000,         0,    0.9979,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:16:55,    1694539015518,--Not Acquired--     ,-Not Acquired--      , -2810.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6228,     0.9865,    295.45,    700.30,   1786.57,    0.6080,    0.3650,    0.0000,         0,    0.5268,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:16:56,    1694539016519,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.7912,     0.9865,    297.11,    706.77,   1782.16,    0.6034,    0.3870,    0.0000,         0,    0.9981,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:16:57,    1694539017516,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5478,     0.9865,    294.29,    703.64,   1789.34,    0.6068,    0.3650,    0.0000,         0,    0.5113,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:16:58,    1694539018519,--Not Acquired--     ,-Not Acquired--      , -2840.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6063,     0.9866,    295.18,    702.00,   1788.93,    0.6076,    0.3650,    0.0000,         0,    0.4180,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:16:59,    1694539019522,--Not Acquired--     ,-Not Acquired--      , -2900.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     3.6056,     0.9830,    309.15,    696.02,   1778.34,    0.6086,    0.4000,    0.0000,         0,    0.9976,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:17:00,    1694539020527,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5469,     0.9858,    295.94,    702.81,   1790.49,    0.6075,    0.3630,    0.0000,         0,    0.3161,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:17:01,    1694539021529,--Not Acquired--     ,-Not Acquired--      , -2820.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5523,     0.9871,    295.73,    705.89,   1786.87,    0.6050,    0.3680,    0.0000,         0,    0.5446,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:17:02,    1694539022532,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6387,     0.9868,    295.77,    703.98,   1789.48,    0.6066,    0.3670,    0.0000,         0,    0.5105,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:17:03,    1694539023533,--Not Acquired--     ,-Not Acquired--      , -2810.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4564,     0.9869,    295.32,    705.00,   1789.14,    0.6060,    0.3630,    0.0000,         0,    0.5349,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:17:04,    1694539024535,--Not Acquired--     ,-Not Acquired--      , -2840.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4770,     0.9863,    296.99,    706.20,   1786.95,    0.6048,    0.3710,    0.0000,         0,    0.5645,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:17:05,    1694539025538,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6233,     0.9845,    296.83,    704.98,   1794.92,    0.6072,    0.3690,    0.0000,         0,    0.6200,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:17:06,    1694539026539,--Not Acquired--     ,-Not Acquired--      , -2850.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6374,     0.9866,    296.85,    705.27,   1787.85,    0.6055,    0.3720,    0.0000,         0,    0.5598,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_025S_data.csv , 2023/09/12, 14:17:07,    1694539027540,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5638,     0.9871,    295.79,    708.20,   1788.36,    0.6040,    0.3680,    0.0000,         0,    0.5430,
