Source DataFile                                                        ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,   Light_1,   Light_2,   Light_3,   Light_4,   Light_5,   Light_6, Dur-Wat,      ChiSq,  QARredMax,       Sig,        Fo,        Fm,     Fv/Fm,         p,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_4S_445_nod_data.csv , 2023/03/09, 12:19:51,    1678378791371,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    20.9203,     0.9682,    290.37,   1086.01,   2748.15,    0.6048,    0.3930,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_4S_445_nod_data.csv , 2023/03/09, 12:19:55,    1678378795809,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    24.8542,     0.9684,    290.52,   1085.07,   2741.88,    0.6043,    0.3960,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_4S_445_nod_data.csv , 2023/03/09, 12:20:00,    1678378800251,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    22.5823,     0.9683,    290.89,   1086.42,   2748.17,    0.6047,    0.3940,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_4S_445_nod_data.csv , 2023/03/09, 12:20:04,    1678378804694,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    13.5336,     0.9685,    290.35,   1083.62,   2743.53,    0.6050,    0.3980,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_4S_445_nod_data.csv , 2023/03/09, 12:20:09,    1678378809121,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    16.1082,     0.9685,    290.51,   1082.77,   2742.35,    0.6052,    0.3970,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_4S_445_nod_data.csv , 2023/03/09, 12:20:13,    1678378813552,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    20.2356,     0.9684,    290.50,   1086.01,   2742.78,    0.6040,    0.3960,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_4S_445_nod_data.csv , 2023/03/09, 12:20:18,    1678378817979,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    14.0869,     0.9684,    290.36,   1083.87,   2742.69,    0.6048,    0.3960,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_4S_445_nod_data.csv , 2023/03/09, 12:20:22,    1678378822409,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    17.4625,     0.9683,    290.62,   1083.78,   2744.69,    0.6051,    0.3950,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_4S_445_nod_data.csv , 2023/03/09, 12:20:27,    1678378826857,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    16.3807,     0.9682,    290.61,   1083.52,   2742.04,    0.6048,    0.3940,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_4S_445_nod_data.csv , 2023/03/09, 12:20:31,    1678378831287,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    19.2681,     0.9679,    289.89,   1085.03,   2743.16,    0.6045,    0.3910,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_4S_445_nod_data.csv , 2023/03/09, 12:20:35,    1678378835735,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    23.0631,     0.9684,    291.02,   1085.43,   2745.92,    0.6047,    0.3940,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_4S_445_nod_data.csv , 2023/03/09, 12:20:40,    1678378840210,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    21.5045,     0.9684,    290.89,   1083.04,   2742.93,    0.6052,    0.3950,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_4S_445_nod_data.csv , 2023/03/09, 12:20:44,    1678378844674,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    13.2820,     0.9672,    288.54,   1078.60,   2734.34,    0.6055,    0.3840,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_4S_445_nod_data.csv , 2023/03/09, 12:20:49,    1678378849135,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,    13.1746,     0.9672,    288.81,   1080.18,   2737.26,    0.6054,    0.3850,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_4S_445_nod_data.csv , 2023/03/09, 12:20:53,    1678378853614,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    22.7753,     0.9684,    290.90,   1084.48,   2744.83,    0.6049,    0.3950,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_4S_445_nod_data.csv , 2023/03/09, 12:20:58,    1678378858090,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    20.5936,     0.9684,    290.76,   1084.78,   2743.54,    0.6046,    0.3950,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_4S_445_nod_data.csv , 2023/03/09, 12:21:02,    1678378862563,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    26.2235,     0.9683,    290.80,   1084.44,   2744.15,    0.6048,    0.3940,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_4S_445_nod_data.csv , 2023/03/09, 12:21:07,    1678378867027,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    20.6222,     0.9682,    290.70,   1084.61,   2744.71,    0.6048,    0.3930,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_4S_445_nod_data.csv , 2023/03/09, 12:21:11,    1678378871463,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    34.0658,     0.9682,    290.80,   1085.69,   2747.11,    0.6048,    0.3930,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_4S_445_nod_data.csv , 2023/03/09, 12:21:16,    1678378875907,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    26.3375,     0.9685,    291.09,   1085.85,   2743.61,    0.6042,    0.3960,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_4S_445_nod_data.csv , 2023/03/09, 12:21:20,    1678378880390,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    16.9262,     0.9685,    291.22,   1085.50,   2744.68,    0.6045,    0.3960,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_4S_445_nod_data.csv , 2023/03/09, 12:21:25,    1678378884857,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    24.4633,     0.9684,    291.04,   1085.45,   2745.53,    0.6046,    0.3950,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_4S_445_nod_data.csv , 2023/03/09, 12:21:29,    1678378889292,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   110  ,    21.6200,     0.9684,    291.05,   1085.91,   2746.74,    0.6047,    0.3940,
