Source DataFile                                                     ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,   Light_1,   Light_2,   Light_3,   Light_4,   Light_5,   Light_6, Dur-Wat,      ChiSq,  QARredMax,       Sig,        Fo,        Fm,     Fv/Fm,         p
C:\LIFT\DATA\LOW\LOW_20230309_NaOm1293_10C_2S_445_nodecayp_data.csv , 2023/03/09, 12:01:05,1.68E+12,--Not Acquired--     ,--Not Acquired--     ,-1120,0,0,  NO DATA,    '10000,0,0,0,0,0,0,110,1.4237,0.9733,286.84,1167.14,2794.26,0.5823,0.406
C:\LIFT\DATA\LOW\LOW_20230309_NaOm1293_10C_2S_445_nodecayp_data.csv , 2023/03/09, 12:01:07,1.68E+12,--Not Acquired--     ,--Not Acquired--     ,-1127.5,0,0,  NO DATA,    '10000,0,0,0,0,0,0,110,2.029,0.9735,287.24,1164.98,2797.08,0.5835,0.406
C:\LIFT\DATA\LOW\LOW_20230309_NaOm1293_10C_2S_445_nodecayp_data.csv , 2023/03/09, 12:01:10,1.68E+12,--Not Acquired--     ,--Not Acquired--     ,-1152.5,0,0,  NO DATA,    '10000,0,0,0,0,0,0,110,1.7561,0.9733,286.88,1163.7,2805.2,0.5852,0.404
C:\LIFT\DATA\LOW\LOW_20230309_NaOm1293_10C_2S_445_nodecayp_data.csv , 2023/03/09, 12:01:12,1.68E+12,--Not Acquired--     ,--Not Acquired--     ,-1097.5,0,0,  NO DATA,    '10000,0,0,0,0,0,0,110,2.3253,0.9739,287.09,1161.66,2796.34,0.5846,0.406
C:\LIFT\DATA\LOW\LOW_20230309_NaOm1293_10C_2S_445_nodecayp_data.csv , 2023/03/09, 12:01:14,1.68E+12,--Not Acquired--     ,--Not Acquired--     ,-1135,0,0,  NO DATA,    '10000,0,0,0,0,0,0,110,1.8531,0.9735,287.35,1165.32,2796.65,0.5833,0.407
C:\LIFT\DATA\LOW\LOW_20230309_NaOm1293_10C_2S_445_nodecayp_data.csv , 2023/03/09, 12:01:17,1.68E+12,--Not Acquired--     ,--Not Acquired--     ,-1127.5,0,0,  NO DATA,    '10000,0,0,0,0,0,0,110,1.4822,0.9734,287.38,1164.44,2797.09,0.5837,0.407
C:\LIFT\DATA\LOW\LOW_20230309_NaOm1293_10C_2S_445_nodecayp_data.csv , 2023/03/09, 12:01:19,1.68E+12,--Not Acquired--     ,--Not Acquired--     ,-1122.5,0,0,  NO DATA,    '10000,0,0,0,0,0,0,110,2.204,0.9734,287.35,1161.44,2795.64,0.5846,0.405
C:\LIFT\DATA\LOW\LOW_20230309_NaOm1293_10C_2S_445_nodecayp_data.csv , 2023/03/09, 12:01:22,1.68E+12,--Not Acquired--     ,--Not Acquired--     ,-1117.5,0,0,  NO DATA,    '10000,0,0,0,0,0,0,110,1.4384,0.9731,287.38,1163.51,2796.99,0.584,0.406
C:\LIFT\DATA\LOW\LOW_20230309_NaOm1293_10C_2S_445_nodecayp_data.csv , 2023/03/09, 12:01:24,1.68E+12,--Not Acquired--     ,--Not Acquired--     ,-1132.5,0,0,  NO DATA,    '10000,0,0,0,0,0,0,110,1.6144,0.9731,287.56,1164.12,2796.29,0.5837,0.407
C:\LIFT\DATA\LOW\LOW_20230309_NaOm1293_10C_2S_445_nodecayp_data.csv , 2023/03/09, 12:01:27,1.68E+12,--Not Acquired--     ,--Not Acquired--     ,-1112.5,0,0,  NO DATA,    '10000,0,0,0,0,0,0,110,1.9335,0.9736,287.54,1162.45,2794.65,0.584,0.407
C:\LIFT\DATA\LOW\LOW_20230309_NaOm1293_10C_2S_445_nodecayp_data.csv , 2023/03/09, 12:01:29,1.68E+12,--Not Acquired--     ,--Not Acquired--     ,-1102.5,0,0,  NO DATA,    '10000,0,0,0,0,0,0,110,1.7334,0.9731,287.91,1161.94,2796.12,0.5844,0.407
C:\LIFT\DATA\LOW\LOW_20230309_NaOm1293_10C_2S_445_nodecayp_data.csv , 2023/03/09, 12:01:32,1.68E+12,--Not Acquired--     ,--Not Acquired--     ,-1122.5,0,0,  NO DATA,    '10000,0,0,0,0,0,0,110,1.8652,0.9736,287.83,1161.48,2793.46,0.5842,0.406
C:\LIFT\DATA\LOW\LOW_20230309_NaOm1293_10C_2S_445_nodecayp_data.csv , 2023/03/09, 12:01:34,1.68E+12,--Not Acquired--     ,--Not Acquired--     ,-1137.5,0,0,  NO DATA,    '10000,0,0,0,0,0,0,110,1.9972,0.9734,288,1163.43,2797.92,0.5842,0.404
C:\LIFT\DATA\LOW\LOW_20230309_NaOm1293_10C_2S_445_nodecayp_data.csv , 2023/03/09, 12:01:37,1.68E+12,--Not Acquired--     ,--Not Acquired--     ,-1115,0,0,  NO DATA,    '10000,0,0,0,0,0,0,100,1.4732,0.9731,287.66,1163.69,2796.75,0.5839,0.407
C:\LIFT\DATA\LOW\LOW_20230309_NaOm1293_10C_2S_445_nodecayp_data.csv , 2023/03/09, 12:01:39,1.68E+12,--Not Acquired--     ,--Not Acquired--     ,-1120,0,0,  NO DATA,    '10000,0,0,0,0,0,0,110,1.5005,0.9735,287.94,1164.17,2794.58,0.5834,0.408
C:\LIFT\DATA\LOW\LOW_20230309_NaOm1293_10C_2S_445_nodecayp_data.csv , 2023/03/09, 12:01:41,1.68E+12,--Not Acquired--     ,--Not Acquired--     ,-1140,0,0,  NO DATA,    '10000,0,0,0,0,0,0,110,2.0878,0.974,287.74,1164.39,2794.13,0.5833,0.408
C:\LIFT\DATA\LOW\LOW_20230309_NaOm1293_10C_2S_445_nodecayp_data.csv , 2023/03/09, 12:01:44,1.68E+12,--Not Acquired--     ,--Not Acquired--     ,-1120,0,0,  NO DATA,    '10000,0,0,0,0,0,0,110,2.3939,0.9741,287.94,1162.93,2792.74,0.5836,0.407
C:\LIFT\DATA\LOW\LOW_20230309_NaOm1293_10C_2S_445_nodecayp_data.csv , 2023/03/09, 12:01:46,1.68E+12,--Not Acquired--     ,--Not Acquired--     ,-1125,0,0,  NO DATA,    '10000,0,0,0,0,0,0,110,1.8351,0.9737,288.01,1163.06,2795.04,0.5839,0.407
C:\LIFT\DATA\LOW\LOW_20230309_NaOm1293_10C_2S_445_nodecayp_data.csv , 2023/03/09, 12:01:49,1.68E+12,--Not Acquired--     ,--Not Acquired--     ,-1125,0,0,  NO DATA,    '10000,0,0,0,0,0,0,110,1.9861,0.9736,287.73,1163.82,2794.62,0.5835,0.406
C:\LIFT\DATA\LOW\LOW_20230309_NaOm1293_10C_2S_445_nodecayp_data.csv , 2023/03/09, 12:01:51,1.68E+12,--Not Acquired--     ,--Not Acquired--     ,-1137.5,0,0,  NO DATA,    '10000,0,0,0,0,0,0,110,1.6427,0.9732,287.71,1164.95,2798.4,0.5837,0.406
C:\LIFT\DATA\LOW\LOW_20230309_NaOm1293_10C_2S_445_nodecayp_data.csv , 2023/03/09, 12:01:54,1.68E+12,--Not Acquired--     ,--Not Acquired--     ,-1125,0,0,  NO DATA,    '10000,0,0,0,0,0,0,110,1.9227,0.9732,287.48,1161.92,2794.6,0.5842,0.407
C:\LIFT\DATA\LOW\LOW_20230309_NaOm1293_10C_2S_445_nodecayp_data.csv , 2023/03/09, 12:01:56,1.68E+12,--Not Acquired--     ,--Not Acquired--     ,-1132.5,0,0,  NO DATA,    '10000,0,0,0,0,0,0,110,1.3447,0.9728,287.85,1163.09,2799.24,0.5845,0.407
C:\LIFT\DATA\LOW\LOW_20230309_NaOm1293_10C_2S_445_nodecayp_data.csv , 2023/03/09, 12:01:59,1.68E+12,--Not Acquired--     ,--Not Acquired--     ,-1130,0,0,  NO DATA,    '10000,0,0,0,0,0,0,110,1.6694,0.9736,287.84,1164.39,2795.29,0.5834,0.407
