Source DataFile                                                         ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,   Light_1,   Light_2,   Light_3,   Light_4,   Light_5,   Light_6, Dur-Wat,      ChiSq,  QARredMax,       Sig,        Fo,        Fm,     Fv/Fm,         p,    Alp1PQ,    Tau1PQ,    Alp1QA,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:57:16,    1694537836412,--Not Acquired--     ,-Not Acquired--      , -2880.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.7329,     0.9859,    293.13,    695.83,   1765.75,    0.6059,    0.3570,    0.0000,         0,    0.5350,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:57:21,    1694537840913,--Not Acquired--     ,-Not Acquired--      , -2860.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.3890,     0.9852,    295.21,    702.46,   1765.35,    0.6021,    0.3690,    0.0000,         0,    0.4252,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:57:25,    1694537845434,--Not Acquired--     ,-Not Acquired--      , -2820.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6474,     0.9847,    296.17,    691.90,   1764.19,    0.6078,    0.3700,    0.0000,         0,    0.5981,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:57:30,    1694537849949,--Not Acquired--     ,-Not Acquired--      , -2870.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5522,     0.9837,    295.84,    696.63,   1774.68,    0.6075,    0.3730,    0.0000,         0,    0.6680,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:57:34,    1694537854451,--Not Acquired--     ,-Not Acquired--      , -2820.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4454,     0.9854,    295.99,    698.29,   1763.48,    0.6040,    0.3710,    0.0000,         0,    0.4530,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:57:39,    1694537858928,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5618,     0.9853,    296.11,    699.82,   1764.40,    0.6034,    0.3790,    0.0000,         0,    0.3152,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:57:43,    1694537863449,--Not Acquired--     ,-Not Acquired--      , -2810.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5373,     0.9863,    295.38,    700.08,   1762.99,    0.6029,    0.3730,    0.0000,         0,    0.6015,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:57:48,    1694537867942,--Not Acquired--     ,-Not Acquired--      , -2770.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4608,     0.9849,    295.45,    694.40,   1767.78,    0.6072,    0.3720,    0.0000,         0,    0.4479,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:57:52,    1694537872439,--Not Acquired--     ,-Not Acquired--      , -2810.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6004,     0.9855,    296.03,    696.88,   1766.00,    0.6054,    0.3740,    0.0000,         0,    0.5858,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:57:57,    1694537876920,--Not Acquired--     ,-Not Acquired--      , -2890.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4868,     0.9852,    296.22,    700.87,   1767.61,    0.6035,    0.3790,    0.0000,         0,    0.6337,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:58:01,    1694537881432,--Not Acquired--     ,-Not Acquired--      , -2860.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,    18.3102,     0.9803,    317.12,    635.75,   1761.50,    0.6391,    0.3450,    0.0000,         0,    0.9969,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:58:06,    1694537885937,--Not Acquired--     ,-Not Acquired--      , -2880.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6503,     0.9851,    295.74,    698.32,   1766.92,    0.6048,    0.3710,    0.0000,         0,    0.6100,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:58:10,    1694537890437,--Not Acquired--     ,-Not Acquired--      , -2820.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,   113.6410,     0.9817,    332.36,    542.55,   1759.77,    0.6917,    0.3650,    0.0000,         0,    0.9675,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:58:15,    1694537894938,--Not Acquired--     ,-Not Acquired--      , -2840.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4707,     0.9856,    295.35,    703.03,   1768.83,    0.6025,    0.3720,    0.0000,         0,    0.4009,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:58:19,    1694537899441,--Not Acquired--     ,-Not Acquired--      , -2820.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     1.0447,     0.9845,    298.95,    703.66,   1764.31,    0.6012,    0.4010,    0.0000,         0,    0.9992,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:58:24,    1694537903942,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5084,     0.9858,    296.26,    699.98,   1766.71,    0.6038,    0.3770,    0.0000,         0,    0.6053,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:58:28,    1694537908453,--Not Acquired--     ,-Not Acquired--      , -2820.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5110,     0.9861,    295.18,    701.95,   1769.38,    0.6033,    0.3720,    0.0000,         0,    0.1653,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:58:33,    1694537912942,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4462,     0.9859,    295.98,    703.33,   1768.58,    0.6023,    0.3750,    0.0000,         0,    0.3614,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:58:37,    1694537917459,--Not Acquired--     ,-Not Acquired--      , -2870.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4087,     0.9853,    296.47,    702.59,   1771.60,    0.6034,    0.3750,    0.0000,         0,    0.6232,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:58:42,    1694537921982,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5465,     0.9860,    295.91,    698.86,   1768.32,    0.6048,    0.3690,    0.0000,         0,    0.5498,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:58:46,    1694537926495,--Not Acquired--     ,-Not Acquired--      , -2850.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.3877,     0.9869,    295.75,    706.39,   1768.60,    0.6006,    0.3770,    0.0000,         0,    0.5681,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:58:51,    1694537930987,--Not Acquired--     ,-Not Acquired--      , -2810.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4776,     0.9857,    295.78,    697.89,   1769.24,    0.6055,    0.3660,    0.0000,         0,    0.5903,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:58:55,    1694537935510,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4798,     0.9863,    295.46,    702.19,   1770.88,    0.6035,    0.3730,    0.0000,         0,    0.5244,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:56:36,    1694537795927,--Not Acquired--     ,-Not Acquired--      , -2890.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,    10.4097,     0.9796,    258.74,    567.64,   1985.29,    0.7141,    0.0660,    0.0000,         0,    0.3951,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:56:40,    1694537800413,--Not Acquired--     ,-Not Acquired--      , -2880.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4424,     0.9874,    286.91,    735.38,   1762.70,    0.5828,    0.3590,    0.0000,         0,    0.5679,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:56:45,    1694537804907,--Not Acquired--     ,-Not Acquired--      , -2850.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4949,     0.9925,    287.51,    734.32,   1720.74,    0.5733,    0.4100,    0.0000,         0,    0.9992,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:56:49,    1694537809413,--Not Acquired--     ,-Not Acquired--      , -2870.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5117,     0.9826,    296.46,    691.52,   1794.69,    0.6147,    0.3660,    0.0000,         0,    0.6877,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:56:54,    1694537813907,--Not Acquired--     ,-Not Acquired--      , -2840.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.7511,     0.9824,    294.07,    684.11,   1789.39,    0.6177,    0.3470,    0.0000,         0,    0.6680,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:56:58,    1694537818413,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4279,     0.9862,    292.35,    709.12,   1754.27,    0.5958,    0.3800,    0.0000,         0,    0.5994,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:57:03,    1694537822924,--Not Acquired--     ,-Not Acquired--      , -2810.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4965,     0.9868,    292.61,    704.94,   1760.62,    0.5996,    0.3710,    0.0000,         0,    0.5674,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:57:07,    1694537827405,--Not Acquired--     ,-Not Acquired--      , -2870.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4826,     0.9852,    294.43,    695.32,   1774.84,    0.6082,    0.3600,    0.0000,         0,    0.6181,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:57:12,    1694537831930,--Not Acquired--     ,-Not Acquired--      , -2880.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5952,     0.9845,    295.40,    699.04,   1768.80,    0.6048,    0.3700,    0.0000,         0,    0.5022,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:57:16,    1694537836412,--Not Acquired--     ,-Not Acquired--      , -2880.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.7329,     0.9859,    293.13,    695.83,   1765.75,    0.6059,    0.3570,    0.0000,         0,    0.5350,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:57:21,    1694537840913,--Not Acquired--     ,-Not Acquired--      , -2860.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.3890,     0.9852,    295.21,    702.46,   1765.35,    0.6021,    0.3690,    0.0000,         0,    0.4252,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:57:25,    1694537845434,--Not Acquired--     ,-Not Acquired--      , -2820.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6474,     0.9847,    296.17,    691.90,   1764.19,    0.6078,    0.3700,    0.0000,         0,    0.5981,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:57:30,    1694537849949,--Not Acquired--     ,-Not Acquired--      , -2870.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5522,     0.9837,    295.84,    696.63,   1774.68,    0.6075,    0.3730,    0.0000,         0,    0.6680,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:57:34,    1694537854451,--Not Acquired--     ,-Not Acquired--      , -2820.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4454,     0.9854,    295.99,    698.29,   1763.48,    0.6040,    0.3710,    0.0000,         0,    0.4530,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:57:39,    1694537858928,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5618,     0.9853,    296.11,    699.82,   1764.40,    0.6034,    0.3790,    0.0000,         0,    0.3152,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:57:43,    1694537863449,--Not Acquired--     ,-Not Acquired--      , -2810.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5373,     0.9863,    295.38,    700.08,   1762.99,    0.6029,    0.3730,    0.0000,         0,    0.6015,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:57:48,    1694537867942,--Not Acquired--     ,-Not Acquired--      , -2770.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4608,     0.9849,    295.45,    694.40,   1767.78,    0.6072,    0.3720,    0.0000,         0,    0.4479,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:57:52,    1694537872439,--Not Acquired--     ,-Not Acquired--      , -2810.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6004,     0.9855,    296.03,    696.88,   1766.00,    0.6054,    0.3740,    0.0000,         0,    0.5858,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:57:57,    1694537876920,--Not Acquired--     ,-Not Acquired--      , -2890.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4868,     0.9852,    296.22,    700.87,   1767.61,    0.6035,    0.3790,    0.0000,         0,    0.6337,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:58:01,    1694537881432,--Not Acquired--     ,-Not Acquired--      , -2860.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,    18.3102,     0.9803,    317.12,    635.75,   1761.50,    0.6391,    0.3450,    0.0000,         0,    0.9969,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:58:06,    1694537885937,--Not Acquired--     ,-Not Acquired--      , -2880.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6503,     0.9851,    295.74,    698.32,   1766.92,    0.6048,    0.3710,    0.0000,         0,    0.6100,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:58:10,    1694537890437,--Not Acquired--     ,-Not Acquired--      , -2820.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,   113.6410,     0.9817,    332.36,    542.55,   1759.77,    0.6917,    0.3650,    0.0000,         0,    0.9675,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:58:15,    1694537894938,--Not Acquired--     ,-Not Acquired--      , -2840.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4707,     0.9856,    295.35,    703.03,   1768.83,    0.6025,    0.3720,    0.0000,         0,    0.4009,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:58:19,    1694537899441,--Not Acquired--     ,-Not Acquired--      , -2820.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     1.0447,     0.9845,    298.95,    703.66,   1764.31,    0.6012,    0.4010,    0.0000,         0,    0.9992,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:58:24,    1694537903942,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5084,     0.9858,    296.26,    699.98,   1766.71,    0.6038,    0.3770,    0.0000,         0,    0.6053,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:58:28,    1694537908453,--Not Acquired--     ,-Not Acquired--      , -2820.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5110,     0.9861,    295.18,    701.95,   1769.38,    0.6033,    0.3720,    0.0000,         0,    0.1653,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:58:33,    1694537912942,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4462,     0.9859,    295.98,    703.33,   1768.58,    0.6023,    0.3750,    0.0000,         0,    0.3614,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:58:37,    1694537917459,--Not Acquired--     ,-Not Acquired--      , -2870.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4087,     0.9853,    296.47,    702.59,   1771.60,    0.6034,    0.3750,    0.0000,         0,    0.6232,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:58:42,    1694537921982,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5465,     0.9860,    295.91,    698.86,   1768.32,    0.6048,    0.3690,    0.0000,         0,    0.5498,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_4S_data.csv , 2023/09/12, 13:58:46,    1694537926495,--Not Acquired--     ,-Not Acquired--      , -2850.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.3877,     0.9869,    295.75,    706.39,   1768.60,    0.6006,    0.3770,    0.0000,         0,    0.5681,
