Source DataFile                                                         ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,   Light_1,   Light_2,   Light_3,   Light_4,   Light_5,   Light_6, Dur-Wat,      ChiSq,  QARredMax,       Sig,        Fo,        Fm,     Fv/Fm,         p,    Alp1PQ,    Tau1PQ,    Alp1QA,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:08:05,    1694538485004,--Not Acquired--     ,-Not Acquired--      , -2800.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.7822,     0.9861,    294.85,    697.78,   1781.05,    0.6082,    0.3600,    0.0000,         0,    0.5487,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:08:06,    1694538486511,--Not Acquired--     ,-Not Acquired--      , -2850.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4828,     0.9868,    293.37,    708.09,   1785.00,    0.6033,    0.3640,    0.0000,         0,    0.5546,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:08:08,    1694538487992,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5606,     0.9860,    294.15,    708.57,   1784.74,    0.6030,    0.3710,    0.0000,         0,    0.5827,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:08:09,    1694538489500,--Not Acquired--     ,-Not Acquired--      , -2820.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,   100.9440,     0.9822,    334.15,    548.09,   1771.98,    0.6907,    0.3790,    0.0000,         0,    0.9677,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:08:11,    1694538491001,--Not Acquired--     ,-Not Acquired--      , -2850.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5591,     0.9869,    294.42,    708.96,   1784.97,    0.6028,    0.3640,    0.0000,         0,    0.2987,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:08:12,    1694538492490,--Not Acquired--     ,-Not Acquired--      , -2810.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5431,     0.9864,    294.72,    703.34,   1783.71,    0.6057,    0.3630,    0.0000,         0,    0.5455,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:08:14,    1694538493989,--Not Acquired--     ,-Not Acquired--      , -2810.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6027,     0.9857,    295.86,    702.54,   1784.09,    0.6062,    0.3700,    0.0000,         0,    0.5605,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:08:15,    1694538495500,--Not Acquired--     ,-Not Acquired--      , -2870.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4193,     0.9862,    294.19,    711.52,   1787.97,    0.6021,    0.3680,    0.0000,         0,    0.5776,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:08:17,    1694538496992,--Not Acquired--     ,-Not Acquired--      , -2850.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,   110.3690,     0.9824,    334.86,    543.07,   1774.14,    0.6939,    0.3760,    0.0000,         0,    0.9660,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:07:30,    1694538450620,--Not Acquired--     ,-Not Acquired--      , -2860.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     8.9647,     0.9816,    267.22,    576.28,   1948.56,    0.7043,    0.0870,    0.0000,         0,    0.4246,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:07:32,    1694538452134,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.3290,     0.9882,    286.72,    752.83,   1765.19,    0.5735,    0.3860,    0.0000,         0,    0.9985,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:07:33,    1694538453617,--Not Acquired--     ,-Not Acquired--      , -2840.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     2.9213,     0.9906,    292.43,    752.62,   1732.48,    0.5656,    0.4540,    0.0000,         0,    0.9978,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:07:35,    1694538455126,--Not Acquired--     ,-Not Acquired--      , -2840.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6381,     0.9823,    296.57,    684.69,   1821.43,    0.6241,    0.3500,    0.0000,         0,    0.7082,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:07:36,    1694538456600,--Not Acquired--     ,-Not Acquired--      , -2840.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6498,     0.9826,    294.68,    690.38,   1803.77,    0.6173,    0.3510,    0.0000,         0,    0.6967,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:07:38,    1694538458098,--Not Acquired--     ,-Not Acquired--      , -2900.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5834,     0.9884,    290.03,    717.97,   1764.67,    0.5931,    0.3670,    0.0000,         0,    0.4636,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:07:39,    1694538459584,--Not Acquired--     ,-Not Acquired--      , -2840.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5835,     0.9881,    291.52,    707.19,   1779.57,    0.6026,    0.3610,    0.0000,         0,    0.4635,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:07:41,    1694538461077,--Not Acquired--     ,-Not Acquired--      , -2840.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5598,     0.9853,    294.85,    701.56,   1796.67,    0.6095,    0.3630,    0.0000,         0,    0.5912,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:07:42,    1694538462573,--Not Acquired--     ,-Not Acquired--      , -2780.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5584,     0.9855,    292.14,    701.91,   1784.66,    0.6067,    0.3610,    0.0000,         0,    0.5865,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:07:44,    1694538464066,--Not Acquired--     ,-Not Acquired--      , -2810.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6283,     0.9870,    290.79,    704.85,   1780.83,    0.6042,    0.3600,    0.0000,         0,    0.4439,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:07:45,    1694538465564,--Not Acquired--     ,-Not Acquired--      , -2820.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5641,     0.9861,    292.95,    708.85,   1785.88,    0.6031,    0.3690,    0.0000,         0,    0.5947,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:07:47,    1694538467080,--Not Acquired--     ,-Not Acquired--      , -2780.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,   110.6940,     0.9815,    331.83,    545.33,   1775.72,    0.6929,    0.3660,    0.0000,         0,    0.9687,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:07:48,    1694538468604,--Not Acquired--     ,-Not Acquired--      , -2790.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5465,     0.9873,    293.26,    702.88,   1778.62,    0.6048,    0.3680,    0.0000,         0,    0.4754,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:07:50,    1694538470092,--Not Acquired--     ,-Not Acquired--      , -2790.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5051,     0.9863,    292.98,    705.46,   1780.33,    0.6037,    0.3720,    0.0000,         0,    0.5649,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:07:51,    1694538471577,--Not Acquired--     ,-Not Acquired--      , -2820.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5143,     0.9860,    294.42,    702.39,   1784.42,    0.6064,    0.3650,    0.0000,         0,    0.5671,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:07:53,    1694538473065,--Not Acquired--     ,-Not Acquired--      , -2850.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5407,     0.9860,    293.25,    703.30,   1785.69,    0.6061,    0.3620,    0.0000,         0,    0.5500,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:07:54,    1694538474526,--Not Acquired--     ,-Not Acquired--      , -2780.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5604,     0.9863,    294.11,    701.77,   1780.34,    0.6058,    0.3660,    0.0000,         0,    0.5628,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:07:56,    1694538476010,--Not Acquired--     ,-Not Acquired--      , -2840.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5284,     0.9863,    293.28,    706.29,   1783.10,    0.6039,    0.3650,    0.0000,         0,    0.5672,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:07:57,    1694538477505,--Not Acquired--     ,-Not Acquired--      , -2840.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     1.9930,     0.9844,    300.51,    715.88,   1776.10,    0.5969,    0.4170,    0.0000,         0,    0.9955,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:07:59,    1694538478999,--Not Acquired--     ,-Not Acquired--      , -2820.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4875,     0.9864,    293.68,    706.62,   1781.67,    0.6034,    0.3690,    0.0000,         0,    0.5752,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:08:00,    1694538480500,--Not Acquired--     ,-Not Acquired--      , -2910.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5252,     0.9869,    293.36,    708.90,   1786.20,    0.6031,    0.3640,    0.0000,         0,    0.5472,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:08:02,    1694538481988,--Not Acquired--     ,-Not Acquired--      , -2870.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5429,     0.9867,    294.42,    707.28,   1784.46,    0.6036,    0.3670,    0.0000,         0,    0.5614,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:08:03,    1694538483499,--Not Acquired--     ,-Not Acquired--      , -2860.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5054,     0.9869,    294.34,    707.79,   1784.17,    0.6033,    0.3660,    0.0000,         0,    0.5570,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:08:05,    1694538485004,--Not Acquired--     ,-Not Acquired--      , -2800.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.7822,     0.9861,    294.85,    697.78,   1781.05,    0.6082,    0.3600,    0.0000,         0,    0.5487,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:08:06,    1694538486511,--Not Acquired--     ,-Not Acquired--      , -2850.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4828,     0.9868,    293.37,    708.09,   1785.00,    0.6033,    0.3640,    0.0000,         0,    0.5546,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:08:08,    1694538487992,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5606,     0.9860,    294.15,    708.57,   1784.74,    0.6030,    0.3710,    0.0000,         0,    0.5827,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:08:09,    1694538489500,--Not Acquired--     ,-Not Acquired--      , -2820.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,   100.9440,     0.9822,    334.15,    548.09,   1771.98,    0.6907,    0.3790,    0.0000,         0,    0.9677,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:08:11,    1694538491001,--Not Acquired--     ,-Not Acquired--      , -2850.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5591,     0.9869,    294.42,    708.96,   1784.97,    0.6028,    0.3640,    0.0000,         0,    0.2987,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:08:12,    1694538492490,--Not Acquired--     ,-Not Acquired--      , -2810.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5431,     0.9864,    294.72,    703.34,   1783.71,    0.6057,    0.3630,    0.0000,         0,    0.5455,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 14:08:14,    1694538493989,--Not Acquired--     ,-Not Acquired--      , -2810.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6027,     0.9857,    295.86,    702.54,   1784.09,    0.6062,    0.3700,    0.0000,         0,    0.5605,
