Source DataFile                                                          ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,   Light_1,   Light_2,   Light_3,   Light_4,   Light_5,   Light_6, Dur-Wat,      ChiSq,  QARredMax,       Sig,        Fo,        Fm,     Fv/Fm,         p,    Alp1PQ,    Tau1PQ,    Alp1QA,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:15,    1694539275682,--Not Acquired--     ,-Not Acquired--      , -2810.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5087,     0.9887,    292.59,    710.18,   1783.30,    0.6018,    0.3640,    0.0000,         0,    0.4670,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:16,    1694539276686,--Not Acquired--     ,-Not Acquired--      , -2860.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5518,     0.9874,    293.78,    707.95,   1793.36,    0.6052,    0.3610,    0.0000,         0,    0.4781,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:17,    1694539277689,--Not Acquired--     ,-Not Acquired--      , -2870.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4339,     0.9861,    295.64,    706.85,   1795.98,    0.6064,    0.3660,    0.0000,         0,    0.2306,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:18,    1694539278690,--Not Acquired--     ,-Not Acquired--      , -2860.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5008,     0.9866,    294.24,    707.71,   1789.32,    0.6045,    0.3710,    0.0000,         0,    0.5567,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:19,    1694539279695,--Not Acquired--     ,-Not Acquired--      , -2810.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4124,     0.9867,    294.40,    707.59,   1791.05,    0.6049,    0.3690,    0.0000,         0,    0.5396,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:20,    1694539280695,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     1.0103,     0.9852,    299.15,    710.96,   1785.50,    0.6018,    0.4010,    0.0000,         0,    0.9974,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:21,    1694539281701,--Not Acquired--     ,-Not Acquired--      , -2780.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4588,     0.9865,    295.68,    700.14,   1788.90,    0.6086,    0.3640,    0.0000,         0,    0.5277,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:22,    1694539282700,--Not Acquired--     ,-Not Acquired--      , -2870.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,    86.3671,     0.9819,    333.97,    565.93,   1777.22,    0.6816,    0.3770,    0.0000,         0,    0.9691,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:23,    1694539283702,--Not Acquired--     ,-Not Acquired--      , -2890.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5510,     0.9870,    295.74,    705.05,   1787.34,    0.6055,    0.3710,    0.0000,         0,    0.9999,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:24,    1694539284705,--Not Acquired--     ,-Not Acquired--      , -2850.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5620,     0.9871,    295.81,    705.25,   1789.53,    0.6059,    0.3650,    0.0000,         0,    0.4722,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:25,    1694539285706,--Not Acquired--     ,-Not Acquired--      , -2840.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5764,     0.9866,    295.87,    704.62,   1788.42,    0.6060,    0.3680,    0.0000,         0,    0.5507,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:26,    1694539286711,--Not Acquired--     ,-Not Acquired--      , -2870.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5794,     0.9871,    295.63,    706.96,   1790.36,    0.6051,    0.3650,    0.0000,         0,    0.5288,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:27,    1694539287711,--Not Acquired--     ,-Not Acquired--      , -2840.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6466,     0.9866,    295.48,    704.48,   1790.96,    0.6066,    0.3670,    0.0000,         0,    0.5255,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:28,    1694539288714,--Not Acquired--     ,-Not Acquired--      , -2840.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5809,     0.9869,    295.74,    704.42,   1789.18,    0.6063,    0.3660,    0.0000,         0,    0.5389,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:29,    1694539289717,--Not Acquired--     ,-Not Acquired--      , -2860.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5196,     0.9869,    296.40,    707.28,   1791.81,    0.6053,    0.3660,    0.0000,         0,    0.5344,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:30,    1694539290719,--Not Acquired--     ,-Not Acquired--      , -2860.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.3949,     0.9870,    295.88,    709.40,   1790.46,    0.6038,    0.3730,    0.0000,         0,    0.5473,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:31,    1694539291724,--Not Acquired--     ,-Not Acquired--      , -2880.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4356,     0.9864,    296.65,    711.02,   1790.08,    0.6028,    0.3760,    0.0000,         0,    0.5965,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:32,    1694539292723,--Not Acquired--     ,-Not Acquired--      , -2890.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5685,     0.9863,    296.06,    708.91,   1793.31,    0.6047,    0.3700,    0.0000,         0,    0.5496,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:33,    1694539293723,--Not Acquired--     ,-Not Acquired--      , -2890.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5470,     0.9867,    296.57,    707.28,   1791.97,    0.6053,    0.3670,    0.0000,         0,    0.4570,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:34,    1694539294727,--Not Acquired--     ,-Not Acquired--      , -2850.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5959,     0.9867,    295.62,    705.10,   1790.47,    0.6062,    0.3630,    0.0000,         0,    0.5396,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:35,    1694539295730,--Not Acquired--     ,-Not Acquired--      , -2880.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5185,     0.9867,    295.22,    704.01,   1791.18,    0.6070,    0.3610,    0.0000,         0,    0.5173,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:36,    1694539296731,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5934,     0.9869,    295.88,    704.87,   1791.20,    0.6065,    0.3650,    0.0000,         0,    0.5333,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:37,    1694539297736,--Not Acquired--     ,-Not Acquired--      , -2820.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     8.7139,     0.9823,    324.66,    630.22,   1778.85,    0.6457,    0.3590,    0.0000,         0,    0.9931,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:06,    1694539266660,--Not Acquired--     ,Not Acquired--       , -2930.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     8.7377,     0.9777,    256.11,    544.84,   2030.44,    0.7317,    0.0000,    0.0000,         0,    0.3724,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:06,    1694539266660,--Not Acquired--     ,Not Acquired--       , -2930.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     8.7377,     0.9777,    256.11,    544.84,   2030.44,    0.7317,    0.0000,    0.0000,         0,    0.3724,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:06,    1694539266660,--Not Acquired--     ,-Not Acquired--      , -2930.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     8.7377,     0.9777,    256.11,    544.84,   2030.44,    0.7317,    0.0000,    0.0000,         0,    0.3724,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:07,    1694539267664,--Not Acquired--     ,-Not Acquired--      , -2850.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.2687,     0.9908,    285.92,    765.79,   1775.48,    0.5687,    0.3710,    0.0000,         0,    0.4648,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:08,    1694539268665,--Not Acquired--     ,-Not Acquired--      , -2800.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     6.3935,     0.9898,    295.69,    769.18,   1730.71,    0.5556,    0.4800,    0.0000,         0,    0.9991,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:09,    1694539269666,--Not Acquired--     ,-Not Acquired--      , -2860.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.7913,     0.9829,    295.75,    682.42,   1836.91,    0.6285,    0.3370,    0.0000,         0,    0.6773,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:10,    1694539270668,--Not Acquired--     ,-Not Acquired--      , -2820.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     1.0731,     0.9825,    294.30,    674.64,   1821.11,    0.6295,    0.3230,    0.0000,         0,    0.6608,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:11,    1694539271669,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4774,     0.9900,    290.09,    721.06,   1766.99,    0.5919,    0.3740,    0.0000,         0,    0.3590,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:12,    1694539272673,--Not Acquired--     ,-Not Acquired--      , -2870.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5727,     0.9888,    293.47,    710.39,   1785.25,    0.6021,    0.3710,    0.0000,         0,    0.4267,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:13,    1694539273676,--Not Acquired--     ,-Not Acquired--      , -2850.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.7498,     0.9842,    297.42,    694.13,   1808.14,    0.6161,    0.3580,    0.0000,         0,    0.6509,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:14,    1694539274678,--Not Acquired--     ,-Not Acquired--      , -2880.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5649,     0.9871,    293.80,    705.95,   1792.04,    0.6061,    0.3640,    0.0000,         0,    0.4896,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:15,    1694539275682,--Not Acquired--     ,-Not Acquired--      , -2810.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5087,     0.9887,    292.59,    710.18,   1783.30,    0.6018,    0.3640,    0.0000,         0,    0.4670,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:16,    1694539276686,--Not Acquired--     ,-Not Acquired--      , -2860.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5518,     0.9874,    293.78,    707.95,   1793.36,    0.6052,    0.3610,    0.0000,         0,    0.4781,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:17,    1694539277689,--Not Acquired--     ,-Not Acquired--      , -2870.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4339,     0.9861,    295.64,    706.85,   1795.98,    0.6064,    0.3660,    0.0000,         0,    0.2306,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:18,    1694539278690,--Not Acquired--     ,-Not Acquired--      , -2860.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5008,     0.9866,    294.24,    707.71,   1789.32,    0.6045,    0.3710,    0.0000,         0,    0.5567,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:19,    1694539279695,--Not Acquired--     ,-Not Acquired--      , -2810.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4124,     0.9867,    294.40,    707.59,   1791.05,    0.6049,    0.3690,    0.0000,         0,    0.5396,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:20,    1694539280695,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     1.0103,     0.9852,    299.15,    710.96,   1785.50,    0.6018,    0.4010,    0.0000,         0,    0.9974,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:21,    1694539281701,--Not Acquired--     ,-Not Acquired--      , -2780.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4588,     0.9865,    295.68,    700.14,   1788.90,    0.6086,    0.3640,    0.0000,         0,    0.5277,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:22,    1694539282700,--Not Acquired--     ,-Not Acquired--      , -2870.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,    86.3671,     0.9819,    333.97,    565.93,   1777.22,    0.6816,    0.3770,    0.0000,         0,    0.9691,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:23,    1694539283702,--Not Acquired--     ,-Not Acquired--      , -2890.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5510,     0.9870,    295.74,    705.05,   1787.34,    0.6055,    0.3710,    0.0000,         0,    0.9999,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:24,    1694539284705,--Not Acquired--     ,-Not Acquired--      , -2850.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5620,     0.9871,    295.81,    705.25,   1789.53,    0.6059,    0.3650,    0.0000,         0,    0.4722,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:25,    1694539285706,--Not Acquired--     ,-Not Acquired--      , -2840.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5764,     0.9866,    295.87,    704.62,   1788.42,    0.6060,    0.3680,    0.0000,         0,    0.5507,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:26,    1694539286711,--Not Acquired--     ,-Not Acquired--      , -2870.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5794,     0.9871,    295.63,    706.96,   1790.36,    0.6051,    0.3650,    0.0000,         0,    0.5288,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:27,    1694539287711,--Not Acquired--     ,-Not Acquired--      , -2840.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6466,     0.9866,    295.48,    704.48,   1790.96,    0.6066,    0.3670,    0.0000,         0,    0.5255,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:28,    1694539288714,--Not Acquired--     ,-Not Acquired--      , -2840.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5809,     0.9869,    295.74,    704.42,   1789.18,    0.6063,    0.3660,    0.0000,         0,    0.5389,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:29,    1694539289717,--Not Acquired--     ,-Not Acquired--      , -2860.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5196,     0.9869,    296.40,    707.28,   1791.81,    0.6053,    0.3660,    0.0000,         0,    0.5344,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:30,    1694539290719,--Not Acquired--     ,-Not Acquired--      , -2860.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.3949,     0.9870,    295.88,    709.40,   1790.46,    0.6038,    0.3730,    0.0000,         0,    0.5473,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:31,    1694539291724,--Not Acquired--     ,-Not Acquired--      , -2880.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4356,     0.9864,    296.65,    711.02,   1790.08,    0.6028,    0.3760,    0.0000,         0,    0.5965,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:32,    1694539292723,--Not Acquired--     ,-Not Acquired--      , -2890.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5685,     0.9863,    296.06,    708.91,   1793.31,    0.6047,    0.3700,    0.0000,         0,    0.5496,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_01S_data.csv , 2023/09/12, 14:21:33,    1694539293723,--Not Acquired--     ,-Not Acquired--      , -2890.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5470,     0.9867,    296.57,    707.28,   1791.97,    0.6053,    0.3670,    0.0000,         0,    0.4570,
