Source DataFile                                                        ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,   Light_1,   Light_2,   Light_3,   Light_4,   Light_5,   Light_6, Dur-Wat,      ChiSq,  QARredMax,       Sig,        Fo,        Fm,     Fv/Fm,         p,    Tau1QA,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_4s_data.csv , 2024/03/11, 14:55:16,    1710179716462,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   200  ,     0.1617,     0.9952,    620.25,    842.87,   2410.69,    0.6504,    0.2940,      3000,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_4s_data.csv , 2024/03/11, 14:55:21,    1710179720980,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   200  ,     0.1021,     0.9964,    624.63,    848.07,   2412.75,    0.6485,    0.3000,      3930,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_4s_data.csv , 2024/03/11, 14:55:25,    1710179725478,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.2052,     0.9950,    629.57,    846.76,   2404.09,    0.6478,    0.3130,      2763,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_4s_data.csv , 2024/03/11, 14:55:30,    1710179729987,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.2015,     0.9942,    622.40,    839.79,   2409.44,    0.6515,    0.2910,      2499,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_4s_data.csv , 2024/03/11, 14:55:34,    1710179734491,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   200  ,     0.1974,     0.9971,    620.50,    852.94,   2408.69,    0.6459,    0.3100,      4835,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_4s_data.csv , 2024/03/11, 14:55:39,    1710179739003,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   200  ,     0.1764,     0.9975,    623.72,    838.56,   2414.20,    0.6527,    0.2760,      5922,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_4s_data.csv , 2024/03/11, 14:55:43,    1710179743532,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   201  ,     0.3498,     0.9973,    624.97,    832.66,   2411.84,    0.6548,    0.2720,      5490,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_4s_data.csv , 2024/03/11, 14:55:48,    1710179748067,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.2318,     0.9954,    624.37,    831.65,   2414.18,    0.6555,    0.2630,      3287,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_4s_data.csv , 2024/03/11, 14:55:52,    1710179752592,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.2217,     1.0000,    627.02,    830.97,   2431.74,    0.6583,    0.2580, 1.000e+07,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_4s_data.csv , 2024/03/11, 14:55:57,    1710179757175,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   200  ,     0.1525,     0.9953,    620.89,    847.69,   2404.35,    0.6474,    0.3120,      2990,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_4s_data.csv , 2024/03/11, 14:56:01,    1710179761680,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   200  ,     0.2567,     0.9969,    623.43,    854.38,   2404.13,    0.6446,    0.3190,      4424,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_4s_data.csv , 2024/03/11, 14:56:06,    1710179766205,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   200  ,     0.1176,     1.0000,    627.23,    831.07,   2417.51,    0.6562,    0.2710,   3426595,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_4s_data.csv , 2024/03/11, 14:56:10,    1710179770772,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   200  ,     0.1342,     1.0000,    625.65,    850.23,   2414.85,    0.6479,    0.3050,   4954647,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_4s_data.csv , 2024/03/11, 14:56:15,    1710179775337,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   200  ,     0.1263,     0.9936,    622.68,    837.74,   2403.58,    0.6515,    0.2930,      2251,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_4s_data.csv , 2024/03/11, 14:56:20,    1710179779847,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   200  ,     0.1427,     0.9976,    625.44,    847.98,   2410.39,    0.6482,    0.2960,      6001,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_4s_data.csv , 2024/03/11, 14:56:24,    1710179784387,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   200  ,     0.1228,     0.9974,    622.85,    845.99,   2409.61,    0.6489,    0.2960,      5505,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_4s_data.csv , 2024/03/11, 14:56:29,    1710179788918,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   200  ,     0.1733,     0.9961,    623.53,    840.80,   2410.74,    0.6512,    0.2900,      3692,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_4s_data.csv , 2024/03/11, 14:56:33,    1710179793431,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.1800,     0.9968,    618.97,    838.66,   2415.55,    0.6528,    0.2710,      4658,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_4s_data.csv , 2024/03/11, 14:56:38,    1710179797946,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   200  ,     0.1595,     1.0000,    626.23,    837.11,   2418.03,    0.6538,    0.2850, 1.000e+07,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_4s_data.csv , 2024/03/11, 14:56:42,    1710179802512,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   200  ,     0.1356,     0.9999,    629.36,    839.58,   2414.18,    0.6522,    0.2940,    195293,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_4s_data.csv , 2024/03/11, 14:56:47,    1710179807070,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   200  ,     0.1295,     0.9970,    626.49,    847.57,   2415.20,    0.6491,    0.2990,      4718,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_4s_data.csv , 2024/03/11, 14:56:51,    1710179811580,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.1309,     0.9999,    625.71,    844.15,   2419.12,    0.6511,    0.2930,    241295,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_4s_data.csv , 2024/03/11, 14:56:56,    1710179816155,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   200  ,     0.1565,     1.0000,    625.52,    847.38,   2423.29,    0.6503,    0.2930, 1.000e+07,
