Source DataFile                                                         ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,   Light_1,   Light_2,   Light_3,   Light_4,   Light_5,   Light_6, Dur-Wat,      ChiSq,  QARredMax,       Sig,        Fo,        Fm,     Fv/Fm,         p,    Tau1QA,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_10C_16s_data.csv , 2024/03/11, 14:02:56,    1710176576024,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.2304,     1.0000,    302.37,    192.96,    641.75,    0.6993,    0.0000, 1.000e+07,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_10C_16s_data.csv , 2024/03/11, 14:03:12,    1710176592632,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.2211,     1.0000,    302.88,    191.67,    640.04,    0.7005,    0.0000, 1.000e+07,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_10C_16s_data.csv , 2024/03/11, 14:03:29,    1710176609239,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.2157,     1.0000,    302.54,    193.26,    643.73,    0.6998,    0.0000, 1.000e+07,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_10C_16s_data.csv , 2024/03/11, 14:03:46,    1710176625850,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.2883,     0.9995,    301.36,    192.68,    640.78,    0.6993,    0.0000,     28071,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_10C_16s_data.csv , 2024/03/11, 14:04:02,    1710176642401,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.2980,     1.0000,    302.05,    190.32,    641.67,    0.7034,    0.0000, 1.000e+07,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_10C_16s_data.csv , 2024/03/11, 14:04:19,    1710176658991,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.3112,     1.0000,    301.07,    193.21,    641.00,    0.6986,    0.0000, 1.000e+07,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_10C_16s_data.csv , 2024/03/11, 14:04:35,    1710176675615,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.2320,     1.0000,    302.50,    192.39,    644.36,    0.7014,    0.0000, 1.000e+07,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_10C_16s_data.csv , 2024/03/11, 14:04:52,    1710176692209,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.3107,     1.0000,    302.06,    192.26,    642.95,    0.7010,    0.0000, 1.000e+07,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_10C_16s_data.csv , 2024/03/11, 14:05:09,    1710176708819,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.2482,     1.0000,    302.14,    192.89,    641.33,    0.6992,    0.0000, 1.000e+07,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_10C_16s_data.csv , 2024/03/11, 14:05:25,    1710176725416,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.2866,     1.0000,    302.61,    193.31,    644.97,    0.7003,    0.0000, 1.000e+07,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_10C_16s_data.csv , 2024/03/11, 14:05:42,    1710176742035,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.3668,     1.0000,    301.20,    190.42,    642.34,    0.7036,    0.0000, 1.000e+07,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_10C_16s_data.csv , 2024/03/11, 14:05:58,    1710176758616,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.3039,     1.0000,    300.61,    193.09,    643.17,    0.6998,    0.0000, 1.000e+07,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_10C_16s_data.csv , 2024/03/11, 14:06:15,    1710176775206,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.3584,     1.0000,    302.50,    191.00,    642.11,    0.7025,    0.0000, 1.000e+07,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_10C_16s_data.csv , 2024/03/11, 14:06:31,    1710176791804,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.2635,     1.0000,    299.99,    193.93,    643.85,    0.6988,    0.0000, 1.000e+07,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_10C_16s_data.csv , 2024/03/11, 14:06:48,    1710176808398,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   000  ,     0.2500,     1.0000,    301.44,    193.36,    642.60,    0.6991,    0.0000, 1.000e+07,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_10C_16s_data.csv , 2024/03/11, 14:07:05,    1710176824991,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.3536,     1.0000,    300.80,    192.77,    642.85,    0.7001,    0.0000, 1.000e+07,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_10C_16s_data.csv , 2024/03/11, 14:07:21,    1710176841606,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.3414,     1.0000,    299.93,    193.57,    643.08,    0.6990,    0.0000, 1.000e+07,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_10C_16s_data.csv , 2024/03/11, 14:07:38,    1710176858205,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.2751,     1.0000,    300.85,    193.67,    643.65,    0.6991,    0.0000, 1.000e+07,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_10C_16s_data.csv , 2024/03/11, 14:07:54,    1710176874790,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.2972,     1.0000,    300.63,    192.70,    640.33,    0.6991,    0.0000, 1.000e+07,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_10C_16s_data.csv , 2024/03/11, 14:08:11,    1710176891380,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   000  ,     0.2849,     1.0000,    301.70,    194.03,    644.81,    0.6991,    0.0000, 1.000e+07,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_10C_16s_data.csv , 2024/03/11, 14:08:28,    1710176907949,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.3053,     1.0000,    301.42,    194.32,    644.03,    0.6983,    0.0000, 1.000e+07,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_10C_16s_data.csv , 2024/03/11, 14:08:44,    1710176924526,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.2907,     1.0000,    300.19,    194.54,    643.56,    0.6977,    0.0000, 1.000e+07,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_10C_16s_data.csv , 2024/03/11, 14:09:01,    1710176941121,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.3371,     1.0000,    299.72,    194.21,    644.43,    0.6986,    0.0000, 1.000e+07,
