Source DataFile                                                ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,   Light_1,   Light_2,   Light_3,   Light_4,   Light_5,   Light_6, Dur-Wat,      ChiSq,  QARredMax,       Sig,        Fo,        Fm,     Fv/Fm,         p,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_2S_data.csv , 2023/03/09, 12:43:46,    1678380225975,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    17.3404,     0.9686,    291.53,   1086.63,   2726.82,    0.6015,    0.3970,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_2S_data.csv , 2023/03/09, 12:43:48,    1678380228400,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    11.6766,     0.9676,    289.15,   1084.05,   2716.05,    0.6009,    0.3890,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_2S_data.csv , 2023/03/09, 12:43:51,    1678380230836,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    29.0608,     0.9685,    291.33,   1087.07,   2726.55,    0.6013,    0.3950,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_2S_data.csv , 2023/03/09, 12:43:53,    1678380233279,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    11.6616,     0.9683,    290.51,   1085.53,   2717.54,    0.6005,    0.3950,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_2S_data.csv , 2023/03/09, 12:43:55,    1678380235707,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    15.7046,     0.9675,    289.92,   1082.65,   2718.12,    0.6017,    0.3860,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_2S_data.csv , 2023/03/09, 12:43:58,    1678380238134,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     9.0438,     0.9673,    289.22,   1080.81,   2714.47,    0.6018,    0.3840,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_2S_data.csv , 2023/03/09, 12:44:00,    1678380240560,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    14.8477,     0.9677,    290.04,   1083.25,   2716.99,    0.6013,    0.3880,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_2S_data.csv , 2023/03/09, 12:44:03,    1678380242983,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    11.8390,     0.9687,    291.73,   1085.47,   2722.08,    0.6012,    0.3980,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_2S_data.csv , 2023/03/09, 12:44:05,    1678380245417,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    27.6027,     0.9686,    291.60,   1087.34,   2725.65,    0.6011,    0.3960,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_2S_data.csv , 2023/03/09, 12:44:08,    1678380247841,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    17.4807,     0.9687,    291.72,   1086.03,   2724.30,    0.6014,    0.3970,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_2S_data.csv , 2023/03/09, 12:44:10,    1678380250270,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    25.8570,     0.9688,    291.90,   1088.21,   2725.02,    0.6007,    0.3980,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_2S_data.csv , 2023/03/09, 12:44:12,    1678380252697,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    21.5051,     0.9687,    292.07,   1086.75,   2724.80,    0.6012,    0.3960,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_2S_data.csv , 2023/03/09, 12:44:15,    1678380255137,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    14.7800,     0.9681,    290.97,   1085.66,   2721.40,    0.6011,    0.3910,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_2S_data.csv , 2023/03/09, 12:44:17,    1678380257561,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    15.3515,     0.9688,    291.75,   1085.86,   2722.81,    0.6012,    0.3980,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_2S_data.csv , 2023/03/09, 12:44:20,    1678380259986,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    17.7676,     0.9685,    291.43,   1088.10,   2727.43,    0.6011,    0.3950,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_2S_data.csv , 2023/03/09, 12:44:22,    1678380262430,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    17.0405,     0.9679,    290.70,   1085.37,   2722.70,    0.6014,    0.3890,
C:\LIFT\DATA\LOW\NoDecay\LOW_20230309_NaOm1293_10C_2S_data.csv , 2023/03/09, 12:44:25,    1678380264862,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    14.4284,     0.9677,    289.97,   1083.49,   2716.26,    0.6011,    0.3880,
