Source DataFile                                                         ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,   Light_1,   Light_2,   Light_3,   Light_4,   Light_5,   Light_6, Dur-Wat,      ChiSq,  QARredMax,       Sig,        Fo,        Fm,     Fv/Fm,         p,    Alp1PQ,    Tau1PQ,    Alp1QA,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:04,    1694538304305,--Not Acquired--     ,-Not Acquired--      , -2800.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.7275,     0.9856,    292.43,    697.09,   1766.30,    0.6053,    0.3680,    0.0000,         0,    0.5194,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:06,    1694538306802,--Not Acquired--     ,-Not Acquired--      , -2800.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6379,     0.9856,    294.41,    697.25,   1771.77,    0.6065,    0.3610,    0.0000,         0,    0.4770,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:09,    1694538309284,--Not Acquired--     ,-Not Acquired--      , -2780.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5789,     0.9859,    294.67,    697.38,   1772.16,    0.6065,    0.3600,    0.0000,         0,    0.5270,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:11,    1694538311770,--Not Acquired--     ,-Not Acquired--      , -2820.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6456,     0.9856,    293.45,    698.02,   1769.67,    0.6056,    0.3670,    0.0000,         0,    0.5960,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:14,    1694538314269,--Not Acquired--     ,-Not Acquired--      , -2840.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6846,     0.9855,    294.53,    697.29,   1768.00,    0.6056,    0.3700,    0.0000,         0,    0.5888,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:16,    1694538316759,--Not Acquired--     ,-Not Acquired--      , -2840.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6675,     0.9862,    293.78,    696.68,   1769.30,    0.6062,    0.3660,    0.0000,         0,    0.5788,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:19,    1694538319255,--Not Acquired--     ,-Not Acquired--      , -2850.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.5166,     0.9853,    294.65,    704.08,   1773.81,    0.6031,    0.3740,    0.0000,         0,    0.6116,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:21,    1694538321755,--Not Acquired--     ,-Not Acquired--      , -2840.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6070,     0.9860,    294.91,    698.39,   1768.66,    0.6051,    0.3650,    0.0000,         0,    0.1333,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:24,    1694538324300,--Not Acquired--     ,-Not Acquired--      , -2800.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     8.2212,     0.9821,    321.62,    623.78,   1761.27,    0.6458,    0.3500,    0.0000,         0,    0.9932,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:27,    1694538326817,--Not Acquired--     ,-Not Acquired--      , -2880.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,   117.4020,     0.9823,    334.01,    531.98,   1762.41,    0.6982,    0.3760,    0.0000,         0,    0.9660,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:29,    1694538329300,--Not Acquired--     ,-Not Acquired--      , -2810.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.8963,     0.9852,    296.61,    703.25,   1765.68,    0.6017,    0.3900,    0.0000,         0,    0.9991,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:31,    1694538331807,--Not Acquired--     ,-Not Acquired--      , -2860.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4344,     0.9848,    296.75,    703.63,   1771.57,    0.6028,    0.3790,    0.0000,         0,    0.6535,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:34,    1694538334276,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4688,     0.9861,    294.68,    703.13,   1770.27,    0.6028,    0.3710,    0.0000,         0,    0.5886,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:36,    1694538336789,--Not Acquired--     ,-Not Acquired--      , -2820.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4943,     0.9859,    295.13,    697.37,   1770.23,    0.6061,    0.3710,    0.0000,         0,    0.5716,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:39,    1694538339287,--Not Acquired--     ,-Not Acquired--      , -2840.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4918,     0.9858,    294.91,    699.52,   1771.26,    0.6051,    0.3720,    0.0000,         0,    0.5712,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:41,    1694538341775,--Not Acquired--     ,-Not Acquired--      , -2820.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5928,     0.9863,    294.74,    699.86,   1772.99,    0.6053,    0.3640,    0.0000,         0,    0.5674,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:44,    1694538344274,--Not Acquired--     ,-Not Acquired--      , -2780.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4975,     0.9865,    294.55,    701.76,   1771.29,    0.6038,    0.3670,    0.0000,         0,    0.1528,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:46,    1694538346765,--Not Acquired--     ,-Not Acquired--      , -2850.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5723,     0.9862,    295.52,    699.60,   1771.10,    0.6050,    0.3710,    0.0000,         0,    0.5754,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:49,    1694538349268,--Not Acquired--     ,-Not Acquired--      , -2810.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5404,     0.9855,    296.20,    699.50,   1771.32,    0.6051,    0.3740,    0.0000,         0,    0.5882,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:51,    1694538351788,--Not Acquired--     ,-Not Acquired--      , -2840.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.3816,     0.9864,    296.00,    708.57,   1773.18,    0.6004,    0.3780,    0.0000,         0,    0.6126,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:54,    1694538354299,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6483,     0.9863,    295.32,    695.29,   1771.92,    0.6076,    0.3610,    0.0000,         0,    0.4022,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:56,    1694538356804,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4926,     0.9854,    295.34,    699.88,   1773.80,    0.6054,    0.3700,    0.0000,         0,    0.6000,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:59,    1694538359283,--Not Acquired--     ,-Not Acquired--      , -2880.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5064,     0.9867,    295.28,    704.21,   1774.26,    0.6031,    0.3740,    0.0000,         0,    0.5794,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:04:42,    1694538281895,--Not Acquired--     ,-Not Acquired--      , -2890.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     9.5754,     0.9783,    251.37,    550.04,   2038.39,    0.7302,    0.0000,    0.0000,         0,    0.3364,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:04:44,    1694538284378,--Not Acquired--     ,-Not Acquired--      , -2840.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.3112,     0.9874,    283.67,    755.05,   1784.02,    0.5768,    0.3550,    0.0000,         0,    0.5336,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:04:47,    1694538286865,--Not Acquired--     ,-Not Acquired--      , -2810.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.8785,     0.9935,    285.76,    750.21,   1729.31,    0.5662,    0.4200,    0.0000,         0,    0.9996,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:04:49,    1694538289363,--Not Acquired--     ,-Not Acquired--      , -2850.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5074,     0.9830,    295.03,    690.61,   1810.36,    0.6185,    0.3550,    0.0000,         0,    0.6907,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:04:52,    1694538291866,--Not Acquired--     ,-Not Acquired--      , -2850.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     1.2135,     0.9822,    292.15,    674.63,   1804.51,    0.6261,    0.3240,    0.0000,         0,    0.6764,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:04:54,    1694538294363,--Not Acquired--     ,-Not Acquired--      , -2840.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5402,     0.9878,    290.11,    710.78,   1758.80,    0.5959,    0.3670,    0.0000,         0,    0.2313,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:04:57,    1694538296852,--Not Acquired--     ,-Not Acquired--      , -2790.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6366,     0.9870,    291.82,    701.70,   1766.57,    0.6028,    0.3620,    0.0000,         0,    0.4331,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:04:59,    1694538299337,--Not Acquired--     ,-Not Acquired--      , -2790.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5552,     0.9841,    296.26,    692.59,   1779.90,    0.6109,    0.3700,    0.0000,         0,    0.6211,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:02,    1694538301835,--Not Acquired--     ,-Not Acquired--      , -2820.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5949,     0.9847,    293.69,    698.19,   1774.44,    0.6065,    0.3660,    0.0000,         0,    0.4088,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:04,    1694538304305,--Not Acquired--     ,-Not Acquired--      , -2800.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.7275,     0.9856,    292.43,    697.09,   1766.30,    0.6053,    0.3680,    0.0000,         0,    0.5194,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:06,    1694538306802,--Not Acquired--     ,-Not Acquired--      , -2800.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6379,     0.9856,    294.41,    697.25,   1771.77,    0.6065,    0.3610,    0.0000,         0,    0.4770,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:09,    1694538309284,--Not Acquired--     ,-Not Acquired--      , -2780.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5789,     0.9859,    294.67,    697.38,   1772.16,    0.6065,    0.3600,    0.0000,         0,    0.5270,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:11,    1694538311770,--Not Acquired--     ,-Not Acquired--      , -2820.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6456,     0.9856,    293.45,    698.02,   1769.67,    0.6056,    0.3670,    0.0000,         0,    0.5960,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:14,    1694538314269,--Not Acquired--     ,-Not Acquired--      , -2840.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6846,     0.9855,    294.53,    697.29,   1768.00,    0.6056,    0.3700,    0.0000,         0,    0.5888,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:16,    1694538316759,--Not Acquired--     ,-Not Acquired--      , -2840.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6675,     0.9862,    293.78,    696.68,   1769.30,    0.6062,    0.3660,    0.0000,         0,    0.5788,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:19,    1694538319255,--Not Acquired--     ,-Not Acquired--      , -2850.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.5166,     0.9853,    294.65,    704.08,   1773.81,    0.6031,    0.3740,    0.0000,         0,    0.6116,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:21,    1694538321755,--Not Acquired--     ,-Not Acquired--      , -2840.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6070,     0.9860,    294.91,    698.39,   1768.66,    0.6051,    0.3650,    0.0000,         0,    0.1333,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:24,    1694538324300,--Not Acquired--     ,-Not Acquired--      , -2800.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     8.2212,     0.9821,    321.62,    623.78,   1761.27,    0.6458,    0.3500,    0.0000,         0,    0.9932,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:27,    1694538326817,--Not Acquired--     ,-Not Acquired--      , -2880.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,   117.4020,     0.9823,    334.01,    531.98,   1762.41,    0.6982,    0.3760,    0.0000,         0,    0.9660,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:29,    1694538329300,--Not Acquired--     ,-Not Acquired--      , -2810.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.8963,     0.9852,    296.61,    703.25,   1765.68,    0.6017,    0.3900,    0.0000,         0,    0.9991,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:31,    1694538331807,--Not Acquired--     ,-Not Acquired--      , -2860.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4344,     0.9848,    296.75,    703.63,   1771.57,    0.6028,    0.3790,    0.0000,         0,    0.6535,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:34,    1694538334276,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4688,     0.9861,    294.68,    703.13,   1770.27,    0.6028,    0.3710,    0.0000,         0,    0.5886,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:36,    1694538336789,--Not Acquired--     ,-Not Acquired--      , -2820.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4943,     0.9859,    295.13,    697.37,   1770.23,    0.6061,    0.3710,    0.0000,         0,    0.5716,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:39,    1694538339287,--Not Acquired--     ,-Not Acquired--      , -2840.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4918,     0.9858,    294.91,    699.52,   1771.26,    0.6051,    0.3720,    0.0000,         0,    0.5712,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:41,    1694538341775,--Not Acquired--     ,-Not Acquired--      , -2820.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5928,     0.9863,    294.74,    699.86,   1772.99,    0.6053,    0.3640,    0.0000,         0,    0.5674,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:44,    1694538344274,--Not Acquired--     ,-Not Acquired--      , -2780.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.4975,     0.9865,    294.55,    701.76,   1771.29,    0.6038,    0.3670,    0.0000,         0,    0.1528,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:46,    1694538346765,--Not Acquired--     ,-Not Acquired--      , -2850.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5723,     0.9862,    295.52,    699.60,   1771.10,    0.6050,    0.3710,    0.0000,         0,    0.5754,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:49,    1694538349268,--Not Acquired--     ,-Not Acquired--      , -2810.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.5404,     0.9855,    296.20,    699.50,   1771.32,    0.6051,    0.3740,    0.0000,         0,    0.5882,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:51,    1694538351788,--Not Acquired--     ,-Not Acquired--      , -2840.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.3816,     0.9864,    296.00,    708.57,   1773.18,    0.6004,    0.3780,    0.0000,         0,    0.6126,
C:\LIFT\DATA\LOW\NoDecay\NoDecayRefit\20230912_NaOm1663_18C_2S_data.csv , 2023/09/12, 14:05:54,    1694538354299,--Not Acquired--     ,-Not Acquired--      , -2830.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.6483,     0.9863,    295.32,    695.29,   1771.92,    0.6076,    0.3610,    0.0000,         0,    0.4022,
