Source DataFile                                                        ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,   Light_1,   Light_2,   Light_3,   Light_4,   Light_5,   Light_6, Dur-Wat,      ChiSq,  QARredMax,       Sig,        Fo,        Fm,     Fv/Fm,         p,    Tau1QA,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_2s_data.csv , 2024/03/11, 14:59:29,    1710179968855,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.1566,     0.9953,    625.48,    871.34,   2488.17,    0.6498,    0.2930,      3015,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_2s_data.csv , 2024/03/11, 14:59:32,    1710179971875,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.1776,     1.0000,    637.23,    863.31,   2509.36,    0.6560,    0.2660, 1.000e+07,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_2s_data.csv , 2024/03/11, 14:59:34,    1710179974453,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   200  ,     0.1892,     1.0000,    637.28,    865.62,   2500.68,    0.6538,    0.2830,   3297502,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_2s_data.csv , 2024/03/11, 14:59:37,    1710179977032,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   200  ,     0.1728,     0.9951,    627.13,    868.97,   2491.68,    0.6513,    0.2840,      2979,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_2s_data.csv , 2024/03/11, 14:59:39,    1710179979555,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.1391,     0.9964,    631.27,    871.00,   2492.91,    0.6506,    0.2900,      3958,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_2s_data.csv , 2024/03/11, 14:59:42,    1710179982079,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.1682,     0.9971,    630.39,    869.73,   2497.64,    0.6518,    0.2780,      4983,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_2s_data.csv , 2024/03/11, 14:59:44,    1710179984606,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   200  ,     0.1667,     1.0000,    634.87,    857.95,   2499.89,    0.6568,    0.2670,   3731307,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_2s_data.csv , 2024/03/11, 14:59:47,    1710179987183,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.1697,     1.0000,    633.47,    856.12,   2504.57,    0.6582,    0.2580, 1.000e+07,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_2s_data.csv , 2024/03/11, 14:59:49,    1710179989767,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.1111,     0.9975,    632.25,    862.38,   2494.11,    0.6542,    0.2740,      5875,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_2s_data.csv , 2024/03/11, 14:59:52,    1710179992274,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   200  ,     0.1164,     1.0000,    636.02,    862.77,   2506.27,    0.6558,    0.2650, 1.000e+07,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_2s_data.csv , 2024/03/11, 14:59:55,    1710179994862,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.1675,     1.0000,    637.78,    857.72,   2501.09,    0.6571,    0.2670,   8575871,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_2s_data.csv , 2024/03/11, 14:59:57,    1710179997441,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   200  ,     0.1949,     0.9967,    631.09,    864.14,   2494.82,    0.6536,    0.2770,      4481,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_2s_data.csv , 2024/03/11, 15:00:00,    1710179999975,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.1798,     0.9985,    633.15,    862.41,   2498.17,    0.6548,    0.2690,      9636,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_2s_data.csv , 2024/03/11, 15:00:02,    1710180002494,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   200  ,     0.2753,     0.9989,    630.09,    872.69,   2496.23,    0.6504,    0.2880,     13758,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_2s_data.csv , 2024/03/11, 15:00:05,    1710180005032,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.1503,     1.0000,    634.62,    869.73,   2504.80,    0.6528,    0.2780, 1.000e+07,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_2s_data.csv , 2024/03/11, 15:00:07,    1710180007636,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   200  ,     0.1643,     1.0000,    636.36,    857.21,   2502.62,    0.6575,    0.2600,   4013645,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_2s_data.csv , 2024/03/11, 15:00:10,    1710180010207,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   200  ,     0.1517,     0.9975,    632.01,    860.97,   2498.18,    0.6554,    0.2610,      5930,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_2s_data.csv , 2024/03/11, 15:00:12,    1710180012729,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   200  ,     0.1318,     1.0000,    635.84,    869.66,   2502.55,    0.6525,    0.2870, 1.000e+07,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_2s_data.csv , 2024/03/11, 15:00:15,    1710180015304,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   200  ,     0.1350,     0.9987,    635.83,    867.18,   2497.51,    0.6528,    0.2840,     11188,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_2s_data.csv , 2024/03/11, 15:00:18,    1710180017816,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   200  ,     0.1095,     1.0000,    630.52,    870.24,   2500.53,    0.6520,    0.2840, 1.000e+07,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_2s_data.csv , 2024/03/11, 15:00:20,    1710180020402,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.1645,     0.9974,    631.58,    868.27,   2495.45,    0.6521,    0.2820,      5568,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_2s_data.csv , 2024/03/11, 15:00:23,    1710180022925,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.1615,     1.0000,    633.62,    864.57,   2502.56,    0.6545,    0.2740, 1.000e+07,
C:\LIFT\DATA\LOW\Tpseudonana\NoDecay\20240311_NaOm2988_14C_2s_data.csv , 2024/03/11, 15:00:25,    1710180025509,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   200  ,     0.1080,     0.9966,    632.33,    858.83,   2496.90,    0.6560,    0.2670,      4292,
